Molecule_ChEMBLID;Smiles;Standard_Value
CHEMBL2046887;CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(=O)c(c5oc6cccc(OCCCCN7CCN(C(=O)Cn8ccnc8)CC7)c6nc-5c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C;41000.0
CHEMBL2046885;CCN(CC)CCOc1cccc2oc3c4c(=O)c5c(O)c(C)c6c(c5c-3nc12)C(=O)[C@@](C)(O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)N4)O6;35000.0
CHEMBL1667933;CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)NCCCn1cc(CCCCCc2c[nH]c(N)n2)nn1.Cl;20500.0
CHEMBL2259937;c1ccc2c(c1)SCCc1c-2n(CCCCCCN2CCCCC2)c2ccccc12;13500.0
CHEMBL2377700;O=C(N[C@H](CO)C(=O)NO)c1ccc(C#Cc2ccccc2)cc1;206.0
CHEMBL2377696;CC(NC(=O)c1ccc(C#Cc2ccccc2)cc1)C(=O)NO;19.0
CHEMBL2377566;O=C(N[C@@H](C(=O)NO)c1ccccc1)c1ccc(C#Cc2ccccc2)cc1;14.0
CHEMBL2377570;COCCNC(=O)C[C@H](NC(=O)c1ccc(C#Cc2ccccc2)cc1)C(=O)NO;3.6
CHEMBL463212;COC(=O)/C(=C1/OC(=O)C(c2ccccc2)=C1O)c1ccccc1;84000.0
CHEMBL3735737;CCNC(=O)Nc1cn(-c2nccc(C)n2)c2cc(-c3cccnc3)cnc12;140.0
CHEMBL3736056;CCNC(=O)Nc1cn(-c2ncc(C)cn2)c2cc(-c3ccn(C)c(=O)c3)cnc12;13.0
CHEMBL3736029;CCNC(=O)Nc1nc(/C=C/c2cccnc2)c(-c2ccc[nH]2)s1;5800.0
CHEMBL3808789;CCCn1c(=O)ccc2c(-c3cnc(-c4ccc(C(=O)NCCN(CC)CC)nc4)s3)n[nH]c21;8.0
CHEMBL3810359;CCCn1c(=O)ccc2c(-c3cnc(-c4cccnc4)s3)n[nH]c21;183.0
CHEMBL141530;COc1cc(O)ccc1/C=C/C(=O)c1ccc(O)cc1;8.13
CHEMBL3810190;CCn1c(=O)c(CO)cc2c(-c3cnc(-c4cccnc4)s3)n[nH]c21;202.0
CHEMBL3115912;O=C(/C=C/c1cccc([N+](=O)[O-])c1)c1ccc(NC(=O)c2ccco2)cc1;100000.0
CHEMBL3115913;O=C(O)c1cccc2c1NC(c1ccc(O)c([N+](=O)[O-])c1)C1CC=CC21;470.0
CHEMBL3115914;O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccc(O)c(O)c1;1200.0
CHEMBL3115908;Cc1ccc(S(=O)(=O)Nc2ccc(-c3nc4ccc(NS(=O)(=O)c5ccc(C)cc5)cc4[nH]3)cc2)cc1;119000.0
CHEMBL219624;COc1cc(CC#Cc2cnc(N)nc2N)cc(OC)c1OC;2300.0
CHEMBL2332798;CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cn(-c4ccccc4)c(N)n3)nn2)cc1.Cl;49800.0
CHEMBL2332802;C=CCn1cc(CCCCCc2cn(CCNC(=O)c3ccc(CCCCC)cc3)nn2)nc1N.Cl;13200.0
CHEMBL2332806;CCCCCc1ccc(C(=O)NCCn2cc(CCCCCc3cn(C4CCCC4)c(N)n3)nn2)cc1.Cl;9010.0
CHEMBL332104;CC(C)C[C@H](N)C(=O)NS(=O)(=O)OC[C@H]1O[C@@H](c2nc(CCc3ccccc3)cs2)[C@H](O)[C@@H]1O;90.0
CHEMBL239663;CC(=O)Oc1cc(C)cc2c1C(=O)C=CC2=O;6.0
CHEMBL97945;O=C(Nc1ccc(Cl)cc1)c1cc(Cl)cc(Cl)c1O;185000.0
CHEMBL1626941;C[C@H]1C(c2ccc3c(c2)-c2ccc(C[N+]45CC[N+](CC(=O)Nc6ccc(C#N)cc6)(CC4)CC5)cc2C3=O)=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)[C@@H]12.[Cl-].[Cl-];1.05
CHEMBL114967;C[N+](C)(C)c1ccc(CC(=O)OCCCCCCCCCn2ccc3cc([N+](=O)[O-])ccc32)cc1.[I-];24000.0
CHEMBL3261883;CC(C)=CCC/C(C)=C/CNCCCOC1C2CC3CC(C2)CC1C3;4800.0
CHEMBL3259955;CC(C)(C)OC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c(-c2ccc(C(C)(C)C)cc2)n1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCc1ccccc1;12.51
CHEMBL500027;COC(=O)[C@]12Oc3ccc(-c4ccc5c(c4O)C(=O)C4=C(O)C[C@@H](C)[C@H](O)[C@@]4(C(=O)OC)O5)c(O)c3C(=O)C1=C(O)C[C@@H](C)[C@@H]2O;28600.0
CHEMBL3264184;CC(=O)N[C@@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](OC(C)=O)[C@@H]1[C@@H]2C[C@H](OC(C)=O)[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCNCCNc1ccnc2cc(Cl)ccc12;2460.0
CHEMBL3264190;CC(=O)O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@H](C)CCCN(C)CCNc4ccnc5cc(Cl)ccc45)[C@@]13C)[C@H](OC(C)=O)C[C@@H]1C[C@H](NS(C)(=O)=O)CC[C@@]12C;24970.0
CHEMBL2281476;O=C(c1ccncc1)n1nc(-c2ccccc2)cc1-c1cc2ccccc2oc1=O;1.92
CHEMBL361610;CCN(CC)S(=O)(=O)c1cc(C(=O)Nc2ccccc2C(=O)O)cc(C)c1Br;160000.0
CHEMBL3220426;NCCCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN)C(=O)NCCCC[C@H](NC(=O)[C@H](CCCCNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN)C(=O)NCCC(N)=O;145.0
CHEMBL3220428;N=C(N)NCCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)NCCCC[C@H](NC(=O)[C@H](CCCCNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCNC(=N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)NCCC(N)=O;180.0
CHEMBL2323563;CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)O)O[C@H]1CNCc1ccccc1;470000.0
CHEMBL2323562;CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)O)O[C@H]1CNc1ccccc1;1000000.0
CHEMBL52270;CC(=O)N[C@@H]1[C@@H](N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO;1000000.0
CHEMBL76782;CCCCC(CC(=O)NO)S(=O)(=O)c1ccc(Br)cc1;120.0
CHEMBL544307;CN(C(=O)C[C@@H](N)CC[C@H](N)CO)C1CN=C(NC(N)=O)NC1=O.Cl.Cl;2400.0
CHEMBL516044;O=P([O-])([O-])C(CCCc1ccc(Oc2ccccc2)cc1)S(=O)(=O)[O-].[K+].[K+].[K+];5800.0
CHEMBL513790;O=P([O-])([O-])C(CCCc1ccc(-c2ccccc2)cc1)S(=O)(=O)[O-].[K+].[K+].[K+];21900.0
CHEMBL490494;COc1ccc(Oc2ccc(F)cc2)cc1CCCC(P(=O)([O-])[O-])S(=O)(=O)[O-].[K+].[K+].[K+];13800.0
CHEMBL93711;CCCCNC(=O)C1=C[C@H](O)[C@H](O)[C@@H](O[C@@H](C(N)=O)[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2OC)O1;0.28
CHEMBL553580;C/C(N)=N/CCC[C@H](N)CC(=O)N(C)C1CN=C(NC(N)=O)NC1=O.Cl.Cl;100.0
CHEMBL514788;O=P([O-])([O-])C(CCCc1cccc(Oc2ccc(Cc3ccccc3)cc2)c1)S(=O)(=O)[O-].[K+].[K+].[K+];13500.0
CHEMBL1649877;CC(C)C[n+]1c(-c2ccc([N+](=O)[O-])cc2)cn2cccnc21.[O-][Cl+3]([O-])([O-])[O-];405200.0
CHEMBL1649803;CCCCCn1c(-c2ccc(Cl)cc2)cnc1N;6000.0
CHEMBL1649876;CCCC[n+]1c(-c2ccc([N+](=O)[O-])cc2)cn2cccnc21.[O-][Cl+3]([O-])([O-])[O-];800000.0
CHEMBL2165062;N#Cc1ccc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1;100000.0
CHEMBL3290336;COc1ccc2ccc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2n1;100000.0
CHEMBL3290339;Cc1ncc(CNC2CCN(CCn3c(=O)ccc4ccc(C#N)cc43)CC2)cc1C#N;100000.0
CHEMBL1303914;COc1ccc(C2=CC(=O)N(Nc3ccccc3)C2=O)cc1;49781.0
CHEMBL1370704;Cc1cc(C)c2c(=O)n(CC(=O)Nc3ccc(Cl)cc3)sc2n1;23611.0
CHEMBL1423567;COc1cc(/C=C/[N+](=O)[O-])ccc1OC(=O)c1cccnc1;49761.0
CHEMBL3195455;COc1ccc(/N=C2\S/C(=C\c3ccc(Cl)c([N+](=O)[O-])c3)C(=O)N2CCN(C)C)cc1.Cl;49745.0
CHEMBL1561395;O=C1N/C(=C/c2ccc(N3CCOCC3)o2)C(=O)N1c1cccc(Cl)c1;21302.0
CHEMBL1548439;Cc1cccc(C)c1NC(=O)c1nc(S(=O)(=O)Cc2ccccc2)ncc1Cl;49743.0
CHEMBL2132689;CCCCCN1C(=O)c2cc(OC)ccc2[C@@]2(C(=O)OCC)Cc3cc(Cl)ccc3[C@@H]12;18758.0
CHEMBL582983;CC(=O)OC1(C)CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1;49771.0
CHEMBL2144242;CCOC(=O)[C@]12Cc3cc(C)ccc3[C@H]1N(C1CCCCC1)C(=O)c1cc(OC)ccc12;19347.0
CHEMBL1342053;CCn1c(=O)c([N+](=O)[O-])c(Cl)c2ccccc21;49735.0
CHEMBL2029019;CC(=O)N[C@@H]1[C@H](OC2[C@@H](OP(=O)(O)OC[C@@H](OCCC(C)CCCCC(C)(C)CCC(C)CCC(C)CCCC(C)C)C(=O)O)O[C@@H](C(N)=O)[C@@](C)(O)[C@@H]2OC(N)=O)O[C@@H](CO[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O[C@@H]2O[C@@H](C)[C@@H](O[C@@H]3O[C@@H](C(=O)NC4=C(O)CCC4=O)[C@H](O)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2NC(C)=O)[C@H]1O;8.1
CHEMBL3287782;CCCCCCCCCCn1nc(-n2cc(COc3cc(C(F)(F)F)nc(N)n3)nn2)c2ccc(C(F)(F)F)nc21;3.9
CHEMBL2286856;CN(C)c1nc(-c2ccccc2)nc(C(Cl)(Cl)Cl)n1;11220.18
CHEMBL26271;CN(C)[C@@H]1C(=O)C(C#N)=C(O)[C@@]2(O)C(O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3CC12;9200.0
CHEMBL404924;O=C1OCCC1NS(=O)(=O)NCCc1ccccc1;13000.0
CHEMBL537006;CCn1cc(C(=O)Nc2ccc(Nc3nc(N4C[C@@H](N)C[C@@H](N)C4)nc(N4C[C@@H](N)C[C@@H](N)C4)n3)cc2)c(=O)c2cc(F)c(N3CCNCC3)cc21.Cl;2000.0
CHEMBL265683;CCOc1ccc(CC(=O)N[C@H]2CCOC2=O)cc1;160.0
CHEMBL2286859;CCCOc1nc(-c2ccccc2)nc(C(Cl)(Cl)Cl)n1;12022.64
CHEMBL2286857;COc1nc(-c2ccccc2)nc(C(Cl)(Cl)Cl)n1;2137.96
CHEMBL2286845;CCCCCCCCCCCCCCCCNc1nc(C)nc(C(Cl)(Cl)Cl)n1;1000000.0
CHEMBL3634977;CC(=O)NCCCCCN([C@H](C)C(=O)NO)S(=O)(=O)c1ccc(F)c(C)c1;4300.0
CHEMBL3634956;Cc1cc(S(=O)(=O)N(Cc2cc(F)cc(F)c2)[C@H](C)C(=O)NO)ccc1F;26000.0
CHEMBL1500793;N#C/C(=C\c1ccccc1)C(=O)Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCCC1;80000.0
CHEMBL1303028;CNC(=S)N1N=C(c2ccc(Br)cc2)CC1c1ccc(OC)cc1;80000.0
CHEMBL1383436;CCOC(=O)C1CCN(C(=O)c2cc3c(ccc4ccccc43)o2)CC1;80000.0
CHEMBL3213414;COc1ccc(/C=N/N=C/c2cnc(O)c(C#N)c2Nc2ccccc2)cc1;80000.0
CHEMBL1713087;O=C(c1ccc(-n2cccn2)cc1)N1CCN(c2ncccc2C(F)(F)F)CC1;80000.0
CHEMBL1905005;Cc1ccc(C(=O)NNC(=O)CSc2nnc(-c3ccccc3)n2Cc2ccccc2)cc1;80000.0
CHEMBL1403081;CS(=O)(=O)N(CC(=O)NCCSc1ccc(Cl)cc1)c1ccc2c(c1)OCO2;80000.0
CHEMBL444116;O=C(O)c1cccc(NC(=O)c2cccc3c2C(=O)c2ccccc2-3)c1;1640.0
CHEMBL1870145;C#Cc1ccc([C@H]2C=C(C(=O)NCc3nc4ccccc4[nH]3)O[C@@H](OCc3ccc(CO)cc3)C2)cc1;10500.0
CHEMBL1512191;O=[N+]([O-])c1ccc(Cl)c(S(=O)(=O)Nc2cccc(-c3ccc(N4CCCC4)nn3)c2)c1;6570.0
CHEMBL486570;CCc1nc(N)nc(N)c1C#CCc1cccc(OC)c1OC;9200.0
CHEMBL261162;CCCCNS(=O)(=O)NC1CCOC1=O;3600.0
CHEMBL509038;N#Cc1ccc(-c2ccc(O)c(O)c2)s1;14600.0
CHEMBL1445039;O=C1NC(=S)S/C1=C\c1coc2ccc(O)cc2c1=O;111690.0
CHEMBL3194876;Oc1ccc(/C=N/NC(=S)Nc2cccnc2)c(O)c1O;82970.0
CHEMBL1571824;O=C(O)C1C2C=CC(CC2)C1C(=O)O;113990.0
CHEMBL28721;O=C(O)C(S)C(S)C(=O)O;180920.0
CHEMBL2005973;O=C(O)c1cccc(Cn2c(Cl)c(/C=N/NC(=O)c3cc4ccccc4cc3O)sc2=O)c1;134170.0
CHEMBL1609419;CC(=O)OCCNc1cc(Sc2nc3ccccc3[nH]2)c2nonc2c1[N+](=O)[O-];116160.0
CHEMBL1381433;Cc1cccc(N2C(=O)NC(=O)/C(=C/c3ccc([N+](=O)[O-])o3)C2=O)c1;148900.0
CHEMBL1987928;O=C1CSC(=S)N1/N=C/c1ccc(O)c(O)c1O;7790.0
CHEMBL1432627;O=C1NC(=O)N(c2ccccc2F)C(=O)/C1=C/c1ccc(Sc2nc3ccccc3[nH]2)o1;219120.0
CHEMBL522517;Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)cc1;5200.0
CHEMBL1390833;CCN(CC)c1ccc(/C=C2/C(=O)c3ccc(C(=O)O)cc3C2=O)cc1;34270.0
CHEMBL257359;CC(C)C(C(=O)O)N1C(=O)/C(=C/C=C/c2ccco2)SC1=S;47900.0
CHEMBL1393256;C=CC#CC[N+]1(CC#Cc2ccccc2)CCOCC1.[Br-];123670.0
CHEMBL1565164;O=C1Nc2ccccc2C(=O)C1(Cl)Cc1ccccc1;62930.0
CHEMBL1429070;Nc1ccc2nc3c(O)nc(S)nc3nc2c1;14000.0
CHEMBL1452185;O=C1CCCC(=O)C1=NNc1cccc(C(=O)O)c1;120060.0
CHEMBL1508896;Cn1cnc([N+](=O)[O-])c1S(=O)(=O)c1ccc(Cl)cc1;101490.0
CHEMBL1492995;O=C(O)c1ccc(N2C(=O)c3cccc4c(C(=O)O)ccc(c34)C2=O)cc1;98910.0
CHEMBL1325440;Cc1ccc(/C=C2/C(=O)c3ccc(C(=O)O)cc3C2=O)o1;174460.0
CHEMBL2235331;c1ccc(N/N=C(/Cn2nnc3ccccc32)c2ccccc2)cc1;3400.0
CHEMBL2235324;Cc1cn(C/C(=N/Nc2ccccc2)c2ccccc2)c(=O)[nH]c1=O;7100.0
CHEMBL1402286;COc1ccc(NC(=O)c2cc(-c3ccco3)nc3ccccc23)cc1S(=O)(=O)N1CCOCC1;8760.0
CHEMBL1498887;COc1ccc(-c2csc(NC(=O)c3ccccc3NS(=O)(=O)c3ccc(C)cc3)n2)cc1;6120.0
CHEMBL1549712;O=S(=O)(c1cccc(Cl)c1)N1CCCC(c2nc(O)c3nnn(Cc4ccc5c(c4)OCCO5)c3n2)C1;9910.0
CHEMBL1421530;COc1ccc(C2=NN(c3nc(-c4ccccc4)c(CC(=O)O)s3)C(c3ccco3)C2)cc1;8390.0
CHEMBL3634978;CC(=O)NCCCN([C@H](C)C(=O)NO)S(=O)(=O)c1ccc(F)c(C)c1;30000.0
CHEMBL3634970;Cc1cc(S(=O)(=O)N(CCCCN)[C@H](C)C(=O)NO)ccc1F.O=C(O)C(F)(F)F;1800.0
CHEMBL3634969;Cc1cc(S(=O)(=O)N(CCCCCN)[C@H](C)C(=O)NO)ccc1F.O=C(O)C(F)(F)F;1300.0
CHEMBL3634965;Cc1cc(S(=O)(=O)N(Cc2ccc(N)cc2)[C@H](C)C(=O)NO)ccc1F;6400.0
CHEMBL3634957;Cc1cc(S(=O)(=O)N(Cc2ccc(F)cc2)[C@H](C)C(=O)NO)ccc1F;29000.0
CHEMBL3634961;Cc1cc(S(=O)(=O)N(Cc2ccc(CNC(=O)OC(C)(C)C)cc2)[C@H](C)C(=O)NO)ccc1F;15000.0
CHEMBL3264402;Cc1cccc(C)c1NC(=O)N/N=C/c1ccc(Br)cc1F;400.0
CHEMBL3264436;Cc1cccc(C)c1NC(=O)N/N=C/c1ccc(N=[N+]=[N-])cc1;2800.0
CHEMBL1574794;Cc1c(C)c2ccc(OCC(=O)N3CCC[C@@H]3C(=O)O)c(C)c2oc1=O;59640.0
CHEMBL1346167;O=C(CSc1nnc(NC(=O)c2cccc(F)c2)s1)NCc1ccco1;59640.0
CHEMBL67954;CC(C)[C@@H](C(=O)O)N1C(=O)C(NC(=O)COc2ccccc2)CS1(=O)=O;250.0
CHEMBL1467976;O=C(COC(=O)c1c2c(nc3ccccc13)/C(=C/c1ccco1)CC2)NC1CCCC1;6950.0
CHEMBL1531306;Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)Nc1cccc(-c2ccc(N3CCCC3)nn2)c1;17700.0
CHEMBL3194162;O=C(O)c1cccc(NC(=S)N/N=C/c2ccccc2OCc2cccc(Br)c2)c1;5970.0
CHEMBL1537373;CCc1cccc2c1NC(=O)C21N2CCCC2C(C(=O)c2ccc3ccccc3c2)C12C(=O)Nc1ccccc12;16200.0
CHEMBL1406911;COc1ccc2oc(=O)c(-c3csc(Nc4cccc(O)c4)n3)cc2c1;19200.0
CHEMBL1731301;Cc1ccc(C2(SCC(N)C(=O)O)c3ccccc3-c3ccccc32)cc1;11000.0
CHEMBL1333826;Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)c3cc(-c4ccc(Br)cc4)nc4ccccc34)cc2)n1;7030.0
CHEMBL2204682;COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3/C(=N/NC(=S)Nc4cccc(F)c4)C[C@@H]4C/C(=N/NC(=S)Nc5cccc(F)c5)CC[C@]4(C)[C@H]3CC[C@@]21C;1.02
CHEMBL1458472;O=P(O)(O)c1cc(-c2ccccc2)oc1-c1ccccc1;10723.0
CHEMBL1431610;O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3;22065.0
CHEMBL1392848;Nc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)cc1C(=O)O;4473.0
CHEMBL3797996;CO[C@H]1O[C@H]([C@@H](O)CNC(=O)/C=C/c2ccccc2)[C@@H](O)[C@H](O)[C@@H]1O;64000.0
CHEMBL3814600;N#Cc1ccccc1-c1ccc(CNc2ccc(N3CCOCC3)c(F)c2)cc1;42500.0
CHEMBL3087284;O=c1[nH]c(CSc2nc3c(-c4ccc(Cl)cc4)cnn3c(=O)[nH]2)c(Cl)c(=O)[nH]1;2800.0
CHEMBL3087275;O=c1[nH]c(CSc2nc3cc(-c4ccccc4)nn3c(=O)[nH]2)c(Cl)c(=O)[nH]1;13000.0
CHEMBL1335016;Cc1cc2[nH]c(=O)c(=O)[nH]c2cc1S(=O)(=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1;29200.0
CHEMBL1310692;Cc1ccc(C)c(N2CCN(S(=O)(=O)c3ccc4nc(O)c(O)nc4c3)CC2)c1;25900.0
CHEMBL3193759;CCc1cccc2c(/C=N/NC(=O)c3cccc(S(=O)(=O)Nc4ccccc4Cl)c3)c[nH]c12;31200.0
CHEMBL1586706;Cc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)Nc4cc(C)on4)cc3)c3ccccc3n2)c(C)c1;15400.0
CHEMBL234038;COc1cc(CC(=O)O)c(C=O)c(OC)c1;200000.0
CHEMBL234216;COc1ccc(C=O)c(OC)c1;200000.0
CHEMBL270238;CC1COc2c(N3CCC4(CC3)OCCO4)c(F)cc3c(=O)c(C(=O)O)cn1c23;50.0
CHEMBL3103314;COc1ccccc1NCn1nc(-c2ccccc2Br)oc1=S;17600.0
CHEMBL1472131;CCCCNc1ccc2c3c(cccc13)C(=O)N(CCCC)C2=O;25944.0
CHEMBL250429;CC1=C(O)C(C)(Cc2ccc(-c3ccc(C(=O)O)cc3)cc2)SC1=O;7000.0
CHEMBL250824;CC1=C(O)C(C)(Cc2ccc(-c3ccc(C)s3)cc2)SC1=O;86000.0
CHEMBL594111;O=C(NCCCCCC/N=C/c1cc(I)cc(I)c1O)c1ccccc1O;15.28
CHEMBL407492;CN(C)CCC(=O)c1cccs1;47000.0
CHEMBL2385677;CCCOc1ccc(-c2cc(OCC(C)N(C)C)c3ccccc3n2)cc1.Cl;7500.0
CHEMBL2385690;CCCOc1ccc(-c2cc(OCCN3CCN(Cc4ccccc4)CC3)c3ccccc3n2)cc1;3800.0
CHEMBL3781110;Cc1ccc(/C=C\C(=O)N2N=C(c3ccncc3)OC2c2c[nH]c3ccccc23)cc1;30.0
CHEMBL3094361;CCNC(=O)Nc1nc2cc(-c3cnc(N4CCCC4(C)C(=O)O)nc3)cc(-c3ccccn3)c2s1;0.005
CHEMBL3094350;CCNC(=O)Nc1nc2cc(-c3cnc(N4CCC(C)(C(=O)O)CC4)nc3)cc(-c3ccccn3)c2s1;0.008
CHEMBL3913452;O=C([C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O)N1CCNCC1;520.0
CHEMBL3932241;O=C(O[C@H]1CCNC[C@H]1F)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O;9.0
CHEMBL2088996;O=C(NO)[C@H]1[C@@H](OCc2ccccc2)CCN1S(=O)(=O)c1ccc(Cl)cc1;1700.0
CHEMBL3701287;CC1(C)O[C@H]2[C@H](Cn3cc(CCCCC[C@@H]4SC[C@@H]5NC(=O)N[C@H]45)nn3)O[C@H](n3cnc4c(N)ncnc43)[C@H]2O1;11600.0
CHEMBL3742339;Cc1ccc(OCc2cn(Cc3cccc([N+](=O)[O-])c3)nn2)cc1;2.4
CHEMBL443088;CNC(=O)NC(=N)NCCC[C@H](NC(C)=O)C(=O)O;31000.0
CHEMBL492713;CNC(=O)NC(=N)NCCC[C@H](NC(=O)[C@@H](C)NC(C)=O)C(=O)O;64000.0
CHEMBL522670;CNC(=O)NC(=N)NCCC[C@H](NC(=O)[C@@H](C)NC(C)=O)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)O;90.0
CHEMBL386148;Oc1ncnc2c1ncn2[C@@H]1O[C@H](COC(c2ccccc2)(c2ccccc2)c2ccccc2)[C@@H](O)[C@H]1O;44000.0
CHEMBL3596796;O=C(CBr)NCC1=Cc2cc(Br)ccc2OC1(O)C(F)(F)F;1400.0
CHEMBL3093122;COc1ccc(Cn2cc(CNC(=O)c3ccc([N+](=O)[O-])o3)nn2)cc1F;9.8
CHEMBL3781983;Cc1ccc(N2C(=O)CSC2c2ccccc2)cc1;30.0
CHEMBL3781723;O=C1CSC(c2ccc(O)cc2)N1c1ccc(Cl)cc1;30.0
CHEMBL3780500;O=C1CSC(c2ccccc2)N1c1ccc(Br)cc1;30.0
CHEMBL122698;CC[C@@H]1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H]1N;12.8
CHEMBL2029020;C=C(C/C=C(\C)CCC=C(C)C)CCC(C)(C)/C=C/CC/C(C)=C\CO[C@H](COP(=O)(O)O[C@H]1O[C@@H](C(N)=O)[C@@](C)(O)[C@H](OC(N)=O)[C@@H]1O[C@@H]1O[C@@H](CO[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O[C@@H]2O[C@@H](C)[C@@H](O[C@@H]3O[C@@H](C(=O)NC4=C(O)CCC4=O)[C@H](O)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2NC(C)=O)[C@@H](O)[C@@H]1NC(C)=O)C(=O)O;31.0
CHEMBL2087619;CC(=O)c1cc(-c2c3c(=O)n(C)c(=O)n(CC4CC4)c3nn2Cc2ccnc3ccc(Cl)cc23)n(C)c1;39.0
CHEMBL2087841;CC(C)Cn1c(=O)n(C)c(=O)c2c(-c3cccn3C)n(Cc3ccnc4ccc(Cl)cc34)nc21;260.0
CHEMBL2087849;Cn1cncc1-c1c2c(=O)n(CC3CC3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12;69.0
CHEMBL2087862;C=CCn1c(=O)c2c(-c3cc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O;70.0
CHEMBL2087865;Cn1cc(C#N)cc1-c1c2c(=O)n(CCO)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12;88.0
CHEMBL2087866;Cn1cc(C#N)cc1-c1c2c(=O)n(CC#CCn3cccn3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12;120.0
CHEMBL2087868;CC(C)n1c(=O)c2c(-c3cc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O;240.0
CHEMBL405801;COc1cccc(CCNC(=O)CN(CC(=O)NC2CCCc3ccccc32)C(=O)Cn2c(C(=O)N[C@H]3CCCC[C@@H]3NC(=O)c3cc4ccccc4n3CC(=O)N(CC(=O)NCCc3cccc(OC)c3)CC(=O)NC3CCCc4ccccc43)cc3ccccc32)c1;19100.0
CHEMBL158543;Cc1ccc(S(=O)(=O)Nc2ccc(OCCCNc3nc(N)nc(O)c3N=O)cc2)cc1;600.0
CHEMBL491874;O=P([O-])([O-])C(CCCc1cccc(Oc2ccc(Oc3ccccc3)cc2)c1)S(=O)(=O)[O-].[K+].[K+].[K+];169800.0
CHEMBL473344;O=P([O-])([O-])C(CCCc1cccc(Oc2cccc(C(F)(F)F)c2)c1)S(=O)(=O)[O-].[K+].[K+].[K+];9800.0
CHEMBL461778;O=P([O-])([O-])C(CCCc1cccc(Oc2ccc(F)cc2)c1)S(=O)(=O)[O-].[K+].[K+].[K+];2300.0
