Molecule_ChEMBLID;Smiles;Standard_Value
CHEMBL1649741;O=C(O)c1ccc(-c2nc(-c3ccc(-c4ccccc4)cc3)c(-c3ccc(-c4ccccc4)cc3)[nH]2)cc1;9520.0
CHEMBL3911936;O=C(Nc1ccncc1)[C@@H]1CCC2CN1C(=O)N2OS(=O)(=O)O;54.0
CHEMBL4551784;C[C@@H]1NC(=O)[C@H]([C@H](C)O)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)Nc2ccc(OC(F)(F)F)cc2)[C@H](C)OC(=O)[C@@H]2C[C@@H](C)CN2C1=O;7530.0
CHEMBL3634634;CC1(C)N=C(N)N=C(N)N1c1ccc(CN)cc1;721600.0
CHEMBL4569813;COc1cccc(NC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]2COC(=O)[C@@H]3C[C@@H](C)CN3C(=O)[C@H](C)NC(=O)[C@@H]3CCCCN3C(=O)[C@@H]3CCCN3C2=O)c1;16300.0
CHEMBL4529639;CCc1ccc(NC(=O)N[C@@H](Cc2cc(F)cc(F)c2)C(=O)N[C@H]2COC(=O)[C@@H]3C[C@@H](C)CN3C(=O)[C@H](C)NC(=O)[C@@H]3CCCCN3C(=O)[C@@H]3CCCN3C2=O)cc1;61340.0
CHEMBL4567848;Cc1ccc(NC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]2COC(=O)[C@@H]3C[C@@H](C)CN3C(=O)[C@H](C)NC(=O)[C@@H]3CCCCN3C(=O)[C@@H]3CCCN3C2=O)cc1;7100.0
CHEMBL4579446;C[C@H]1C[C@H]2C(=O)O[C@@H](C)[C@H](NC(=O)[C@H](Cc3cc(F)cc(F)c3)NC(=O)Nc3ccc(OC(F)(F)F)cc3)C(=O)N3CCC[C@H]3C(=O)N(C)[C@@H](C)C(=O)N[C@@H](C)C(=O)N2C1;5600.0
CHEMBL4561696;Cc1ccc(NC(=O)N[C@@H](Cc2cc(F)cc(F)c2)C(=O)N[C@@H]2C(=O)N3CCC[C@H]3C(=O)N(C)[C@@H]([C@H](C)O)C(=O)N[C@@H](C)C(=O)N3C[C@H](C)C[C@H]3C(=O)O[C@H]2C)cc1;6520.0
CHEMBL2178319;CC(C)Cc1ccc(Oc2cccc(F)n2)c(O)c1;570.0
CHEMBL4586239;COc1ccc(NC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]2COC(=O)[C@@H]3C[C@@H](C)CN3C(=O)[C@H](C)NC(=O)[C@@H]3CCCCN3C(=O)[C@@H]3CCCN3C2=O)cc1;27700.0
CHEMBL4520667;C[C@@H]1NC(=O)[C@@H]2CCCCN2C(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)Nc2ccc3c(c2)CCN3C)COC(=O)[C@@H]2C[C@@H](C)CN2C1=O;4450.0
CHEMBL4562037;C[C@H]1C[C@H]2C(=O)O[C@@H](C)[C@H](NC(=O)[C@H](Cc3cc(F)cc(F)c3)NC(=O)Nc3ccc(C(F)(F)F)cc3)C(=O)N3CCC[C@H]3C(=O)N3CCCC[C@H]3C(=O)N[C@@H](C)C(=O)N2C1;5700.0
CHEMBL4568517;CS(=O)(=O)N/N=C(\c1ccccc1)c1ccc(O)cc1;43390.0
CHEMBL2251821;O=P(O)(O)OP(=O)(O)OCCc1cccnc1;9100.0
CHEMBL3126874;Nc1nc2c(c(-c3ccoc3)cn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1;100000.0
CHEMBL3126873;Nc1nc2c(c(-c3ccco3)cn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1;100000.0
CHEMBL3124960;O=c1[nH]cnc2c1c(-c1cccs1)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;100000.0
CHEMBL3126904;CN(C)c1ncnc2c1c(-c1cc3ccccc3o1)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;100000.0
CHEMBL3127062;CNc1ncnc2c1c(-c1ccccc1)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;100000.0
CHEMBL3127047;C#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(OC)c12;100000.0
CHEMBL3739706;COc1cnc2ccc(=O)n(CCN3CCN(C(=O)Nc4ccc(F)cc4)CC3)c2c1;11610.0
CHEMBL3112886;Cc1cccc(NC(c2ccccc2[N+](=O)[O-])c2ccc3ccc(C)nc3c2O)n1;10700.0
CHEMBL1365411;CCCNC(=O)c1ccc2c(O)c(O)c(-c3ccc(C)cc3)nc2c1;118625.0
CHEMBL1631496;NCCCC[C@H](N)C(=O)N[C@@H]1C[C@H](N)[C@@]2(CC[C@H](O)[C@H](O)CO2)[C@H](O)[C@H]1O;98000.0
CHEMBL3121933;COc1ccc(S(=O)(=O)N2CCc3c(sc(NC(=O)c4ccc([N+](=O)[O-])o4)c3C(N)=O)C2)cc1;20330.0
CHEMBL3121928;NC(=O)c1c(NC(=O)c2ccc([N+](=O)[O-])o2)sc2c1CCN(C(=S)NCc1ccccc1)C2;17020.0
CHEMBL3121950;NC(=O)c1c(NC(=O)c2ccc([N+](=O)[O-])o2)sc2c1CCN(C(=O)NCc1ccccc1)C2;14080.0
CHEMBL3121948;NC(=O)c1c(NC(=O)c2ccc([N+](=O)[O-])o2)sc2c1CCN(C(=O)Nc1ccc(Cl)cc1)C2;25000.0
CHEMBL2206708;C/C(=N\NC(=O)c1cc(Br)ccc1O)c1cc2ccc(Br)cc2[nH]1;24.0
CHEMBL3134405;O=C(Nc1cccc([N+](=O)[O-])c1)c1ccc([N+](=O)[O-])cc1Cl;250000.0
CHEMBL3134420;O=C(O)c1ccc(OC(=O)c2ccc(O)cc2O)cc1O;1000000.0
CHEMBL2206140;COc1ccc(Br)cc1C(=O)N/N=C/c1cc2ccccc2[nH]1;451.0
CHEMBL3754554;Cc1ccc2nc3ccccc3c(Nc3ccc(NS(=O)(=O)c4ccc([N+](=O)[O-])cc4)cc3)c2c1;8340.0
CHEMBL1407684;CCOC(=O)c1cn(CC)c2cc(N3CCOCC3)c(F)cc2c1=O;118512.0
CHEMBL1499658;COc1cccc(-n2c(SCc3cc(=O)oc4cc(O)c(O)cc34)nc3ccccc3c2=O)c1;118562.0
CHEMBL3191835;C=CCc1cccc(/C=N/NC(=O)CCC(=O)Nc2ccc(F)cc2)c1O;118672.0
CHEMBL2063588;CCCCCCn1nnnc1C1CCOC1=O;74000.0
CHEMBL2063590;CCCCn1nnnc1C1CCOC1=O;200000.0
CHEMBL1802183;OC[C@H]1O[C@H](OCCc2ccccc2)[C@@H](O)[C@@H](O)[C@@H]1O;210.0
CHEMBL2296738;CCn1cnc(N)c2ncnc1-2;50000.0
CHEMBL1305601;COCCCN=C(S)NCCCNc1nc2cc3c(cc2cc1C#N)OCO3;1197.0
CHEMBL2286876;CN(C)c1nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n1;2137.96
CHEMBL3125280;CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)N(CC)CC)N(C(=O)c3coc4ccccc34)C2)n(C)n1;948.0
CHEMBL3125235;CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3ccccn3)N(C(=O)c3coc4ccccc34)C2)n(CC)n1;2.0
CHEMBL3125250;CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)Nc3cc(C)on3)N(C(=O)c3coc4ccccc34)C2)n(C)n1;18.0
CHEMBL2281483;COc1cccc(-c2cc(-c3cc4ccccc4oc3=O)n(C(=O)c3ccncc3)n2)c1;1.17
CHEMBL2281474;O=C(c1ccncc1)n1nc(-c2ccccc2[N+](=O)[O-])cc1-c1cc2ccccc2oc1=O;1.9
CHEMBL2281479;CN(C)c1ccc(-c2cc(-c3cc4ccccc4oc3=O)n(C(=O)c3ccncc3)n2)cc1;1.21
CHEMBL2283135;C[C@@H](Cc1ccc(-c2ccccc2)cc1)SC(=O)[C@@H](C)NC(=O)CNC(=O)c1ccccc1;50003.45
CHEMBL419293;O=C(S[C@H](Cc1ccc2oc3ccccc3c2c1)C(=O)O)c1ccccc1;1.3
CHEMBL2312559;COc1cccc(OC)c1-c1cnnc(NCc2nc3cc(OCC(=O)O)ccc3s2)n1;810.0
CHEMBL2349398;C=CCn1c(NCC)nc2c(c1=O)C(C)(C)Cc1cc(OC(C)C)ccc1-2;4100.0
CHEMBL3126865;Cc1nc(N)c2c(I)cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1;100000.0
CHEMBL3126903;CN(C)c1ncnc2c1c(-c1ccccc1)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;100000.0
CHEMBL403715;COc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;100000.0
CHEMBL2391045;c1ccc2sc(CNc3ccc(N4CCCCC4)cc3)nc2c1;15800.0
CHEMBL3103550;O=C(COCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1)NO;10500.0
CHEMBL608081;O=[N+]([O-])c1cc(CSc2nc(O)c3ncn(C4O[C@@H](COP(=O)(O)O)[C@H](O)[C@@H]4O)c3n2)cc([N+](=O)[O-])c1;85000.0
CHEMBL1543371;CC1Cc2ccccc2N1C(=S)NC(=O)c1cccc(Br)c1;66600.0
CHEMBL1287980;CN(C)c1ccc(/C=c2\c3cc([N+](=O)[O-])ccc3n3c2cc(-c2ccccc2)[n+]3C)cc1.O=S(=O)([O-])C(F)(F)F;66600.0
CHEMBL1524916;CN(C)c1ncc(C2=C(Cl)C(=O)C(N3CCCC3)=C(Cl)C2=O)s1;66600.0
CHEMBL1561507;CC(C)c1ccc(O)c(NC(=S)NC(=O)c2ccc3c(c2)OCO3)c1;66600.0
CHEMBL1483161;Cl.c1cc2c(cc1C1CCCCC1)c1c3n2CCCNC3CCC1;66600.0
CHEMBL1565536;CCOC(=O)c1c(-c2ccc(C)o2)csc1NC(=S)NC(=O)N(C)C;66600.0
CHEMBL1703076;O=[N+]([O-])c1cccc(C=NNc2ccc3ccccc3n2)c1O;66600.0
CHEMBL1458840;CC(C)(C)c1cc(C(c2cccnc2)N2CCN(CCO)CC2)cc(C(C)(C)C)c1O;66600.0
CHEMBL1534949;Cc1cc(C)c(OCC(=O)Nc2nc(-c3ccccn3)cs2)c(C)c1;66600.0
CHEMBL3228736;Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(NCCNC2CC(C)(C)N([O])C(C)(C)C2)c1=O;4.0
CHEMBL1431909;COc1ccccc1C(=O)/N=C(\N)Nc1nc2ccccc2o1;66600.0
CHEMBL1996730;O=[N+]([O-])c1ccc(O)c(/C=N/Nc2ccccn2)c1;66600.0
CHEMBL1463647;Cc1n[nH]c(=S)n(NC(=O)CC(=O)Nn2c(=S)[nH]nc(C)c2=O)c1=O;66600.0
CHEMBL1535150;CCOc1cccc(C(=O)NC(=S)Nc2cccc(C)c2)c1;66600.0
CHEMBL1724933;CC[N+]1(C)CCC(O)(/C=C/c2ccccc2)C(C(=O)/C=C/c2ccccc2)C1.[Br-];66600.0
CHEMBL3196732;O=[N+]([O-])c1cc(Cc2ccccc2)cc(/C=N/c2ccc(N3CCOCC3)cc2)c1O;66600.0
CHEMBL1382003;Cc1sc2nc(SCCN(C)C)n(-c3ccccc3)c(=O)c2c1-c1ccc(F)cc1;66600.0
CHEMBL1437683;O=[N+]([O-])c1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)nc1;66600.0
CHEMBL42288;CN(C)CCCN1C(=O)c2cccc3c([N+](=O)[O-])ccc(c23)C1=O;66600.0
CHEMBL1570587;O=C1C(Cl)=C(NC(=O)c2ccccc2)C(=O)C(Cl)=C1NC(=O)c1ccccc1;66600.0
CHEMBL1707040;CN(C)c1c([N+](=O)[O-])cc(N2C(=O)C=CC2=O)cc1[N+](=O)[O-];66600.0
CHEMBL1570845;O=C1C=CC(=O)N1c1ccc(OC(F)F)cc1;66600.0
CHEMBL1727268;Cc1cc(C)cc(N2C(=O)C=CC2=O)c1;66600.0
CHEMBL1472570;N=C1SCC(=O)N1c1ncc(Cc2ccccc2Cl)s1;66600.0
CHEMBL3219292;Cl.N[C@@H](Cc1c[nH]cn1)C(=O)CSc1ccc2ccccc2c1;3300.0
CHEMBL1578607;Cc1cccc(-c2nnc(NC(=O)c3ccc(Cl)cc3)o2)c1;66600.0
CHEMBL4546299;C=C(NC(=O)[C@@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CS[C@@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CS[C@@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H]3CS[C@@H](C)[C@H](NC(=O)[C@@H]4CSC[C@H](NC(=O)/C(=C/C)NC(=O)[C@@H](N)[C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)CC)C(=O)NC(=C)C(=O)N[C@@H](CC(C)C)C(=O)N4)C(=O)N4CCC[C@H]4C(=O)NCC(=O)N3)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)NCC(=O)N2)C(=O)N[C@@H](C)C(=O)N[C@@H](CC)C(=O)N1)[C@@H](C)CC)C(C)C)C(=O)N[C@@H](CCCCN)C(=O)O;22.5
CHEMBL4469740;CCC(C)C(=O)O[C@@]12[C@H](O)[C@@H](C)[C@]3(O)[C@@H]4C=C(C)C(=O)[C@@]4(O)C=C(CO)[C@H](O)[C@H]3[C@@H]1C2(C)C;30000.0
CHEMBL3191691;Oc1c(/C=N/Cc2ccncc2)sc2ccccc12;66600.0
CHEMBL4550704;C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@H](O)[C@H]1O;50000.0
CHEMBL509502;COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1;50000.0
CHEMBL2032114;CC(C)(C)C(=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC1CCCC1)CN(O)C=O;10.0
CHEMBL2032115;O=CN(O)C[C@@H](CC1CCCC1)C(=O)N1CCC[C@H]1C(=O)NC(=O)C1CCC1;5.0
CHEMBL3335464;COCCN(C1CCN(Cc2c(-c3ccccc3)[nH]c3c(C)cccc23)C1)S(C)(=O)=O;100000.0
CHEMBL4553177;Cn1nc(NC(CN)c2ccccc2)c2cc(-c3ccccc3Cl)ccc21;7900.0
CHEMBL1964993;O=[N+]([O-])c1ccc(N/N=C/C=C/c2ccco2)cc1;4186.0
CHEMBL1474143;Oc1ccc2nnc3c(Br)cnn3c2c1;6628.0
CHEMBL4473443;COc1ccc(NC(=O)c2ccc(CN3C(=O)c4ccc(Cl)cc4NC(=O)[C@H]3Cc3ccccn3)cc2OC)nc1;130.0
CHEMBL4557223;Cc1ccc(NC(=O)c2ccc(CN3C(=O)c4ccc(Cl)cc4NC(=O)[C@H]3Cc3ccccn3)cc2Cl)nc1;580.0
CHEMBL4483028;O=C(c1ccc(CN2C(=O)c3ccc(Cl)cc3NC(=O)[C@H]2Cc2ccccn2)cc1)c1cccn2ccnc12;8100.0
CHEMBL4559676;O=C(O)c1c(Cl)cc(CN2C(=O)c3ccc(Cl)cc3NC(=O)[C@H]2Cc2ccccn2)cc1Cl;7400.0
CHEMBL4555886;CC(=O)N[C@H]1[C@H](Oc2ccccc2-c2cccc(CO)c2)O[C@H](CO)[C@H](O)[C@@H]1O;630.0
CHEMBL3314533;COCCO[C@H]1CN(c2ncc(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl;190.0
CHEMBL2272699;O=C(NCc1ccccc1)OC(CCl)COc1cccc(C(F)(F)F)c1;100.0
CHEMBL2272986;CCC(COc1cccc(Cl)c1)OC(=O)NCc1ccccc1;50.12
CHEMBL2272983;CCC(COc1cccc(C(F)(F)F)c1)OC(=O)NCc1ccccc1;125.89
CHEMBL4452705;CNC(=O)c1cccc(-c2ccccc2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2NC(C)=O)c1;3400.0
CHEMBL4585370;CS(=O)(=O)Nc1cccc(-c2ccccc2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c1;1600.0
CHEMBL3244432;CCCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](N(C)C)[C@@H](OC(=O)CCC(=O)O)[C@H](O[C@@H]3[C@@H](OC)[C@H](O)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@@H]3CC=O)O[C@@H]2C)C[C@@]1(C)O;1900.0
CHEMBL221283;C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(/C)C[C@@H](OC(=O)/C(=C/CO)CO)[C@@H]12;19800.0
CHEMBL4568291;CC(=O)N[C@H]1[C@H](Oc2ccccc2-c2cccc(C(N)=O)c2)O[C@H](CO)[C@H](O)[C@@H]1O;1600.0
CHEMBL3634972;Cc1cc(S(=O)(=O)N(CCCCCCCC(=O)O)[C@H](C)C(=O)NO)ccc1F;47000.0
CHEMBL3634964;Cc1cc(S(=O)(=O)N(C(C)C)[C@H](C)C(=O)NO)ccc1F;100000.0
CHEMBL3634966;Cc1cc(S(=O)(=O)N(Cc2cccc(CN)c2)[C@H](C)C(=O)NO)ccc1F.Cl;10000.0
CHEMBL4527281;COc1ccc(O)cc1-c1ccccc1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1NC(C)=O;510.0
CHEMBL4439694;CC(=O)Nc1cccc(-c2ccccc2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2NC(C)=O)c1;310.0
CHEMBL56101;Nc1ncc(Cc2ccc(-c3ccccc3)cc2)c(N)n1;398.11
CHEMBL11505;Cc1cn(COCCN)c(=O)[nH]c1=O;310000.0
CHEMBL309191;CC(=O)N1CCC[C@@H]1C(=O)N[C@H](C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CO)C(=O)O)[C@@H](C)O;23800.0
CHEMBL453087;CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.O=S(=O)(O)O;4.5
CHEMBL3647081;CC(CCc1ccc(-c2ccc(F)cc2)cc1O)(C(=O)NO)S(C)(=O)=O;3.43
CHEMBL3647104;CC(CCc1ccc(-c2ccc(F)c(Cl)c2)cc1)(C(=O)NO)S(C)(=O)=O;0.127
CHEMBL3924968;CC(=O)c1ccc(-c2ccc(CC[C@](C)(C(=O)NO)S(C)(=O)=O)cc2)cn1;0.246
CHEMBL3647149;CC(CCc1ccc(-c2ccc3ncccc3c2)c(F)c1)(C(=O)NO)S(C)(=O)=O;0.733
CHEMBL3647079;CC(CCc1ccc(OCCC2CC2)cc1)(C(=O)NO)S(C)(=O)=O;1.36
CHEMBL4094690;CCNC(=O)Nc1cc2c(-c3ccncc3)ccc(CNC(=O)OCCN3CCOCC3)c2cn1.Cl;4.0
CHEMBL4593863;Cc1ccc(C(=O)n2c(-c3cn(-c4ccccc4)nc3-c3ccc(F)cc3)nc3ccccc32)cc1;30330.0
CHEMBL4549786;Cc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3n2C(=O)c2ccc(C)nc2)cc1;16880.0
CHEMBL3628439;CCOC(=O)c1cnc2ccc(C(F)(F)F)cc2c1Nc1ccc(NCCCN2CCN(CC)CC2)cc1;3770.0
CHEMBL3303511;CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCCC)cc1;22400.0
CHEMBL37719;O=C(CC1Sc2ccccc2NC1=O)NO;5.0
CHEMBL1626922;C[C@H]1C(c2ccc3c(c2)-c2ccc(C[N+]45CC[N+](CC(=O)Nc6cccnc6)(CC4)CC5)cc2C3=O)=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)[C@@H]12.[Cl-].[Cl-];0.44
CHEMBL122825;C/C(=C\c1ncc(-c2csc([N+](=O)[O-])c2)o1)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O;0.0022
CHEMBL53693;COc1cc(N(Cc2cnc3nc(N)nc(N)c3c2C)C(C)C)cc(OC)c1OC;210.0
CHEMBL102205;CCCCCCCCOc1cccc(O)c1C(=O)O;190000.0
CHEMBL4643758;CC(C)=CC[C@]12Oc3cc(O)c([C@H]4C=C(C)C[C@H](c5ccc(O)cc5O)C4C(=O)c4ccc(O)cc4O)c(O)c3C(=O)[C@@]1(O)Oc1cc(O)ccc12;400.0
CHEMBL1526920;Cc1oc(C)c(C(=O)Nc2ccc(CC(=O)O)cc2)c1C(=O)Nc1ccc(CC(=O)O)cc1;9989.0
CHEMBL352049;Cc1ccc2nc(-c3ccccn3)[nH]c2c1;2086.0
CHEMBL2017715;NC(=O)c1cccc(-c2nccc(Nc3cc(C4CC4)[nH]n3)n2)c1;384.0
CHEMBL2017726;c1cc(Nc2cc(C3CC3)[nH]n2)nc(NCC2CC2)n1;217.0
CHEMBL131037;COc1ccc(OC)c2c1C(=O)C(Cl)=C(Cl)C2=O;6759.0
CHEMBL1698608;CC(=NNC(=S)N1CCN(c2ccccn2)CC1)c1nccs1;49782.0
CHEMBL1416184;O=[N+]([O-])c1c(NCCO)cc(Sc2nc3ccccc3s2)c2nonc12;9167.0
CHEMBL1331822;O=C(c1ccccc1)c1cc(Cl)ccc1N1C(=O)C=CC1=O;14720.0
CHEMBL1720248;CCN(CC)c1ccc(C=NNc2ccc([N+](=O)[O-])cn2)cc1;4504.0
CHEMBL1543956;CCN(CC)c1ccc(/C=C/C(=O)C2C(=O)C=C(C)OC2=O)cc1;4877.0
CHEMBL1498308;CCN(CC)c1ccc(-c2nc3cnccn3c2NC2CCCC2)cc1;5289.0
CHEMBL1984584;O=[N+]([O-])c1ccc(N/N=C/c2c[nH]c3ccccc23)cc1;10230.0
CHEMBL1399957;CCC(C)Sc1ccc(-c2nc3cnccn3c2NC2CCCCC2)cc1.O=C(O)C(F)(F)F;3685.0
CHEMBL1301371;Cc1cccc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)c1;5510.0
CHEMBL2012190;CC(C)[C@H](O)[C@](C)(OCc1ccc(-c2ccccc2)cc1)C(=O)NO;72.0
CHEMBL137869;O=C(Nc1ccc(F)c(C(F)(F)F)c1)Nc1nc(-c2ccc(F)c(F)c2)cs1;180.0
CHEMBL245487;CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(-c4ccno4)n[nH]c2-3)C(=O)O1;760.0
CHEMBL239891;CC(C)(C)c1ccc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)cc1;100000.0
CHEMBL382172;O=c1[nH]sc2c1c(=O)c1cc(F)c(-c3cccc4cnccc34)cc1n2C1CC1;23000.0
CHEMBL204544;Cn1ccc2cc(-c3cc4c(cc3F)c(=O)c3c(=O)[nH]sc3n4C3CC3)ccc21;3600.0
CHEMBL206156;COc1cncc(-c2cc3c(cc2F)c(=O)c2c(=O)[nH]sc2n3C2CC2)c1;21000.0
CHEMBL425234;O=c1[nH]sc2c1c(=O)c1cc(F)c(-c3cncnc3)cc1n2C1CC1;3300.0
CHEMBL555887;Cl.Cl.Oc1nc(O)c(Br)c(N2CCN(c3nc(O)nc(O)c3Br)CC2)n1;2300.0
CHEMBL538580;Cl.OCC1CCCCN1c1nc(O)nc(O)c1Cl;4300.0
CHEMBL536739;Cl.Oc1nc(O)c(Cl)c(N2CCOCC2)n1;10400.0
CHEMBL536286;Cl.Oc1nc(O)c(Cl)c(N2CCCCC2)n1;7300.0
CHEMBL139981;CC(C)(C)c1cc(NC(=O)Nc2cc(Cl)cc(Cl)c2)n(-c2ccc(Br)cc2)n1;132.0
CHEMBL58777;Nc1nc(O)c(N=O)c(NCCCOc2ccccc2)n1;3700.0
CHEMBL2022349;COc1cc(NC(C)CCCNC(=O)C[C@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)O)c2nc(C(C)(C)C)ccc2c1;15.0
CHEMBL372151;O=C1O/C(=C(/C(=O)Nc2cccc(C(F)(F)F)c2)c2ccccc2)C(O)=C1c1ccccc1;8.0
CHEMBL199771;CC(C)=CCC/C(C)=C/CC/C(C)=C/CC1(C)SC(O)=C(C)C1=O;100000.0
CHEMBL337586;O=C(OCc1ccc([N+](=O)[O-])cc1)C1=CSC2CC(=O)N12;50000.0
CHEMBL3944847;Cn1ccnc1NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O;135.0
CHEMBL3924566;COc1ccc2cc(/C=C3\SC(=S)N(CCC(=O)O)C3=O)c(Cl)nc2c1;30.0
CHEMBL1889303;C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@]1(C)[C@@H](OC(C)=O)CC[C@@](C)(C(=O)OC)[C@H]1C[C@@H]3OC(C)=O;49801.0
CHEMBL1384167;Cc1ccccc1Oc1cc(-n2ncc(Cl)c(Cl)c2=O)ncn1;49750.0
CHEMBL1544797;COc1ccc(/C=C2\CN(Cc3ccccc3)C/C(=C\c3ccc(OC)c(O)c3)C2=O)cc1O;49744.0
CHEMBL1871738;Cl.O=C1/C(=C\c2ccccc2)CN(C(=O)CCN2CCCCC2)C/C1=C/c1ccccc1;49771.0
CHEMBL1385771;CCc1ccc(C(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1;49745.0
CHEMBL1521259;O=C(/C=C/c1ccc(Cl)c([N+](=O)[O-])c1)c1ccc(O)cc1;49766.0
CHEMBL1542862;Cc1ccc(C(=O)c2c(C)oc3c2C(=O)C(=O)c2ccccc2-3)cc1;49690.0
CHEMBL242031;O=C(NC(CO)C(=O)NO)c1n[nH]c2ccccc12;13000.0
CHEMBL3357057;COc1ccc(-c2csc(N/N=C/c3cccc(OCCn4c([N+](=O)[O-])cnc4C)c3)n2)cc1;1.9
CHEMBL3329295;CCNC(=O)Nc1cc(N2CCN(C)CC2)c(C(=O)Nc2cccc(C)c2)cn1;18000.0
CHEMBL2418524;COc1ccc(/C=C2\S/C(=N\c3cccc(C(=O)O)c3)N(C)C2=O)cc1;33.9
CHEMBL2418551;CC(C)N1C(=O)/C(=C/c2ccc(O)cc2)S/C1=N\c1cccc(C(=O)O)c1;140.6
CHEMBL3966262;Nc1cccc(S(=O)(=O)Nc2ccc(-c3nc4cc(NS(=O)(=O)c5cccc(N)c5)ccc4o3)cc2)c1;2800.0
CHEMBL3393391;Fc1cc(/N=C/c2c(Cl)cccc2Cl)ccc1N1CCOCC1;27460.0
CHEMBL3425612;CN(C)CCNc1nc(/C=C/c2ccc(Cl)cc2)nc2ccc(-c3ccncc3)cc12;30000.0
CHEMBL4090030;O=P(O)(O)C(CO)CCc1ccccc1;27000.0
